,cr,CrType,Sentiment,Knowledge,UltimateCategory
7383,已经有layoutparams了怎么办?,1,0,0,4
7384,加日志,1,1,0,1
7385,多余的嵌套,1,0,0,4
7386,TAG加A_NAME,1,1,0,1
7387,这里后续会又A_NAME处理数据返回展示的逻辑，暂时先用来调测新浪广告用,1,1,0,1
7388,判空？,1,0,0,4
7389,"这个相当于补丁代码,不改变之前代码逻辑的情况下,当网络正常情况下加载失败时,更新提示正确的提示信息(加载失败)",1,0,1,2
7390,devider条件提到外面,1,1,0,1
7391,版本号不对，8.2.10.1,1,1,0,1
7392,log.e或log.w，根据业务情况来判断是用e或w,1,1,0,1
7393,考虑多线程并发访问，增加同步控制,1,1,0,1
7394,修改为：请输入版本号，支持大小写英文字母、下划线、短横线,1,1,0,1
7395,使用前判null,1,1,0,1
7396,使用前判null,1,1,0,1
7397,使用前判null,1,1,0,1
7398,请使用arrayUtils中的判空方法,1,1,0,1
7399,把这个改掉,1,1,0,1
7400,字体大小定义常量,1,1,0,1
7401,数字需要定义常量,1,1,0,1
7402,"这里和A_NAME确认，不要打印userId,加密的最好也不要打印",1,1,0,1
7403,私有方法,1,0,0,4
7404,那可以改为抽象类,1,1,0,1
7405,可定义为final,1,1,0,1
7406,方法名,1,0,0,4
7407,判空再用,1,1,0,1
7408,属性应该是private,1,1,0,1
7409,拼写错误,1,0,0,4
7410,使用工具类,1,1,0,1
7411,拼写错误请更正,1,1,0,1
7412,变量名需要更改，当前不能准确表达用途,1,1,0,1
7413,命名需修改，并加注释,1,1,0,1
7414,注意缩进格式化,1,0,0,4
7415,字体大小用公共定义，不能出现魔鬼数字,1,1,0,1
7416,格式化一下，然后这个TAG是什么玩意。。。直接用LogM里的默认tag,0,1,0,5
7417,id是入参 为什么要判空 如果判空是否应该放在方法里面去判空,1,1,0,1
7418,提出一个变量,1,1,0,1
7419,this is not the default.. Please remove this.,1,1,0,1
7420,走到这个分之里是不是就可以return了,1,1,0,1
7421,这个作为测试数据，后面会删去,1,1,0,1
7422,"本身就是常亮, 为啥还要重新定义一下?",1,0,0,4
7423,这里建议加个日志,1,1,0,1
7424,不会为null的,1,0,0,4
7425,？？这个是干什么的？？,1,0,0,4
7426,注释该删的可以删了，下面的也是,1,1,0,1
7427,这个类都排查一下，建议不要直接写死dp值，请使用公共定义，没有的就自己定义,1,1,0,1
7428,魔鬼数字,1,1,0,1
7429,用法不对,1,0,0,4
7430,不要注释，直接删掉，保留干什么,1,1,0,1
7431,判空再用,1,1,0,1
7432,测试日志删掉,1,1,0,1
7433,判断为null时，要打Log日志,1,1,0,1
7434,如果发生异常，那说明构造请求参数有问题了，此时没必要再发送请求了，避免浪费服务端资源。,1,1,1,0
7435,出参不需要校验,1,0,0,4
7436,"日志级别不正确
下面的类似",1,0,0,4
7437,此变量名建议增加类型Float描述，区别于100,1,1,0,1
7438,打印IMEI号？,1,0,0,4
7439,这个写到这里是为什么？,1,0,0,4
7440,实验性质的代码，回退回去,1,1,0,1
7441,reload之前增加 removeIfPresent(),1,1,0,1
7442,建议在点击事件的时候添加日志，便于问题定位,1,1,0,1
7443,这里的两个变量没有声明的必要,1,0,0,4
7444,确认下值,1,1,0,1
7445,类局部变量应该m开头,1,1,0,1
7446,mSinaAdvertData如果为空走不到这个回调中，还是加个判空保护,1,1,0,1
7447,注释跟方法名不匹配  命名直译是  是否忽略隐藏,1,0,1,2
7448,没用到,1,0,0,4
7449,此数字是否要定义常量,1,1,0,1
7450,调用位置不对,1,0,0,4
7451,两个setText可以提到if之外,1,1,0,1
7452,注释不对，只要点击分享就上报，不是要等到分享成功之后,1,1,1,0
7453,行列数其实可以从Builder对象里传进来,1,1,0,1
7454,广告栏目样式 是通用的，命名不要带VodDetail，其他几个类一并修改下,1,1,0,1
7455,"1、这个最好在监听用户登录成功后判断下是否有用户切换操作；
2、这个和协议的相关监听逻辑是否可以统一",1,1,0,1
7456,使用Build.VERSION_CODES里的常量,1,1,0,1
7457,强转要进行类型判断,1,1,0,1
7458,使用客户端传入的appId,1,1,0,1
7459,出参不需要校验,1,1,0,1
7460,不加TODO ？ 后面还能找回来？,0,1,1,3
7461,这个变量只用一次，可以不用定义  直接取值传进去,1,1,0,1
7462,日志TAG,1,0,0,4
7463,这个是在玩日志呢吗,0,0,0,7
7464,Param startTime  error,1,0,0,4
7465,业务直接调用getAlbumAsync(GetAlbumEvent event)方法即可，不需要新增这个方法,1,1,0,1
7466,注释都加下吧，好像都有checkstyle问题,1,1,0,1
7467,"日志打印的这么多111,222,333，有具体含义吗？",1,0,0,4
7468,新增字段必须的可选,1,1,0,1
7469,这2个参数没有区别，为什么要放在if/else里？,1,0,0,4
7470,checkStyle：导入顺序问题,1,0,0,4
7471,查询结果中是否会带有 个人数据信息。信息筛选打印,1,0,0,4
7472,这是什么命名方法？,0,0,0,7
7473,"信息流退出时打点几个场景：
1. 频道切换
2. 熄屏、浏览器后台运行
3. 按home键进入首页
4. 多窗口切换
5. 进入详情页等场景

每个场景都需要这段逻辑么？抽出一个公共的方法，不要每个地方都写这一坨",1,1,1,0
7474,定义为常量，而不是变量,1,1,0,1
7475,应该是AdApkInstallMode,1,1,0,1
7476,“0”和“1”是什么意思？最好写成变量，描述下意义，方便后来人看懂代码,1,1,0,1
7477,我们最低是24，minSdkVersion 24,1,0,1,2
7478,"1、跟阿连确认，去掉弹框。
2、已经修改。",1,1,0,1
7479,会不会打印敏感信息？,1,0,0,4
7480,需要判断下是否为空，有可能Activity已经销毁了,1,1,0,1
7481,定义常量，不止一处了。,1,1,0,1
7482,函数体太复杂，优化一下。,1,1,0,1
7483,应该有times的吧？,1,0,0,4
7484,咋都不对齐,1,0,0,4
7485,entryType保存的就是恢复的入口,1,0,1,2
7486,恢复状态为Reports.STATUS_CANCEL，为何会更新状态为Reports.STATUS_RESTORED已恢复？,1,0,0,4
7487,删除,1,1,0,1
7488,建议改成枚举类型,1,1,0,1
7489,数据库名称不是在这里定义的,1,0,0,4
7490,AT的缓存逻辑,1,0,0,4
7491,这两个方法不需要,1,1,0,1
7492,注释代码不要保留,1,1,0,1
7493,区分下这几个常量注释,1,1,0,1
7494,"不需要再往里传，直接调用toolbarManager.setInfoFlowToolBarDark（isPicGallery）

先判null",1,1,0,1
7495,注释,1,0,0,4
7496,整体看下return的逻辑,1,1,0,1
7497,"what is modelKey ? it should be 

consume (String version, String key, String message)",1,1,0,1
7498,"这里不需要定义成public,根据访问最小权限原则，你这个方法不需要给其他类调用，也没有其他类在调用，只需要private就够了",1,1,1,0
7499,if not exist,1,0,0,4
7500,增加日志打印,1,1,0,1
7501,"FA_CodeSnippet严重级别]:致命
[一级分类]:编码规范
[二级分类]:代码格式问题",1,0,0,4
7502,FAILURE: Security: Use the Security util to validate the file name and path.,1,1,0,1
7503,mDelegate 这个不等于null就能判断加载完了？,0,0,0,7
7504,无用的注释删掉吧,1,1,0,1
7505,日志内容不要包含长串的特殊字符，要及时删除。,1,1,0,1
7506,在finally中补充结束日志,1,1,0,1
7507,类名、方法名？,1,0,0,4
7508,同上,1,0,0,4
7509,这还有用吗,1,0,0,4
7510,这个不能提交,1,1,0,1
7511,i是什么意义？要转成有意义的变量,1,1,0,1
7512,null 返回,1,0,0,4
7513,提取,1,0,0,4
7514,这个findall也去掉,1,1,0,1
7515,这些颜色值，不要直接引用绝对值，使用color中定义的，这种涉及到深色主题换肤，最好使用现有的颜色值,1,1,1,0
7516,注释代码 删除,1,1,0,1
7517,paycommon_res里面尽量不要新增字符串 放在walletbase里面,1,1,1,0
7518,为什么要多一段default的处理呢，而不是在获取配置的时候，直接将default的包含进去呢,1,1,0,1
7519,这个不要提交,1,1,0,1
7520,"FA_CodeSnippet严重级别]:致命
[一级分类]:编码规范
[二级分类]:代码格式问题",1,0,0,4
7521,why these are cahngedto protected.. We cant extend an utils file.,1,1,0,1
7522,为什么要这样设计工具类？new创建出来也不赋值给任何对象,1,0,0,4
7523,使用tag,1,1,0,1
7524,FAILURE: Use the getter methods,1,0,0,4
7525,注释顺便改一下吧,1,1,0,1
7526,前台不要有注释代码,1,1,0,1
7527,dos攻击？,1,0,0,4
7528,Comment to be changed,1,0,0,4
7529,一旦sds的返回结果顺序不对，或者中间有一条数据缺少，会导致后面的校验都出错。建议根据deviceid匹配，根据顺序匹配不可靠,1,1,1,0
7530,操作日志记录比较频繁。考虑一次操作应该只保留一次结果，对于过程记录由服务器日志记录。,1,1,0,1
7531,数据库写操作 做数据库回滚处理,1,1,0,1
7532,既然用了StringBuilder，为什么还String + ？,1,1,0,1
7533,提出来一个变量,1,1,0,1
7534,"可以去掉，已经修改
CA_CodeSnippet",1,1,0,1
7535,放在MusicServerBaseResp公共类里，作为公共方法处理，无需在每一个响应体里单独做处理，其他几个类同，且做为空处理,1,1,0,1
7536,删除无用代码,1,1,0,1
7537,多余注释删掉,1,1,0,1
7538,这个和普通的Item有什么区别？是不是可以复用？,1,0,0,4
7539,"起成""有声电台""，和普通的音乐电台区分开来。",1,1,0,1
7540,这里也是,1,0,0,4
7541,"密码、token等秘密，不能明文放在静态变量中。

在使用时临时解密。用完最好能覆盖销毁",1,1,0,1
7542,不是说这个代码先别写吗,1,1,0,1
7543,"声明的时候就声明成imageView, 不要墙砖来强转去",1,1,0,1
7544,该类下面的常量命名再优化下,1,1,0,1
7545,需要找UX确认一下字体样式,1,1,0,1
7546,成员变量命名规范,1,0,0,4
7547,修为e级别,1,1,0,1
7548,方法内注释，应该是// 格式,1,1,0,1
7549,这块需要用static么,1,0,0,4
7550,服务器地址没有区分什么环境？,1,0,0,4
7551,非空判断,1,1,0,1
7552,建议改为设置特定位置的item并刷新,1,1,0,1
7553,日志级别,1,0,0,4
7554,获取屏幕宽度建议使用ScreenUtils.getDisplayMetricsWidth(),1,1,0,1
7555,注释没有更新,1,1,0,1
7556,FAILURE: Dont prepare again and again.,1,1,0,1
7557,这里要对所有输出的参数中包含的分隔符做下编码，否则话单格式会有问题,1,1,0,1
7558,去掉箭头之后，布局可以少增加一层,1,1,0,1
7559,逻辑有问题,1,0,0,4
7560,其它条件不需要去掉监听吗？,1,0,0,4
7561,布局文件restore_content_detail_item2.xml和restore_content_detail_item.xml命名不合理，两个布局中的组件和布局基本类似，建议合并，,1,1,0,1
7562,接口入参定义成SignRecord,1,1,0,1
7563,考虑下服务器异常的场景，不等于未签署,1,0,0,4
7564,what is this xml dependency.. we cant have this library .. please remove it.,1,1,0,1
7565,find出来的view 使用前判空要强调多少遍？,0,1,0,5
7566,这个为啥要放到HVI中,1,0,0,4
7567,不要预留这个配置了，和AgrTypeConfig保持一致,1,1,0,1
7568,梳理下是否都是要异步,1,1,0,1
7569,最好定义为常量,1,1,0,1
7570,使用工具类：com.huawei.hvi.ability.util.ArrayUtils#getListElement,1,1,0,1
7571,不满足,1,0,0,4
7572,appError没有在当前js中使用，为啥还引进来，没看懂,1,0,0,4
7573,"FA_CodeSnippet严重级别]:致命
[一级分类]:编码规范
[二级分类]:代码格式问题",1,0,0,4
7574,FAILURE: Security: Use the Security util to validate the file name and path.,1,1,0,1
7575,请确认adverts是否可能为null，如果为null，则addAll时产生空指针异常,1,1,0,1
7576,参考filter里的那个意见，这里不需要定义那么多属性，直接从map里获取打印就行了,1,1,0,1
7577,多余判空,1,1,0,1
7578,batchId如果为null，出现空指针。建议使用stringUtils.equals方法,1,1,0,1
7579,清理动作要在finally中完成,1,1,0,1
7580,确认删除？,1,0,0,4
7581,在for循环中做sql查询等耗时操作，需要校验循环列表的大小,1,1,1,0
7582,String类型的要加默认值,1,1,0,1
7583,名字起得不好，起成圆形图片Item就行了，不要有业务命名,1,1,0,1
7584,规范,1,0,0,4
7585,这个是路哥让专门加的，他后面方便调试找日志,1,0,0,4
7586,可以直接写在BaseListFragment中，BaseListFragment本身就是lisview的监听对象。,1,1,0,1
7587,int 转换用我们util类里面的代默认值的方法。,1,1,0,1
7588,变量的命名需要修改。,1,1,0,1
7589,需要对position的值做合法性校验，否则会出现越界异常。,1,1,0,1
7590,保持接口的命名统一，onXXX,1,1,0,1
7591,类注释,1,0,0,4
7592,这个不是裁决中间的，400是以高为基准，将高缩放到400。不会被裁剪掉的。,1,1,1,0
7593,已经有jni了，只是带了path，优化下,1,1,0,1
7594,声明时已创建了对象，此处用add()的形式更好些，同一个对象,1,1,0,1
7595,建议修改为errcode 这样意义明确些,1,1,0,1
7596,请删除无用代码,1,1,0,1
7597,最好修改下,1,1,0,1
7598,格式化代码,1,1,0,1
7599,日志丢了,1,0,0,4
7600,小于3个case，建议用if else,1,1,0,1
7601,"if else 判断只有module和component这一个数据的差别，建议if else
只体现这个差异点，send方法在最后调用",1,1,1,0
7602,表名写错,1,0,0,4
7603,新增字段必须是可选，然后自己给默认值,1,1,0,1
7604,去掉if else,1,1,0,1
7605,模型类较多，可以抽象出公共父类。,1,1,0,1
7606,<=MIN_VALUE才是等于的情况吧,1,0,0,4
7607,是否要设置setIsCanScroll（）方法。,1,1,0,1
7608,代码重复率太高，都是一样的逻辑，不用在每个holder里都写一遍,1,1,0,1
7609,变量命名没有业务语义,1,0,0,4
7610,这是干啥？为什么要操作actionbar？,0,0,0,7
7611,调试日志请确认是否需要打印,1,1,0,1
7612,打印尽量使用英文,1,1,0,1
7613,这些地方new ArrayList的目的是啥,1,0,0,4
7614,所有的协议都公用一个最新版本号码？,1,0,0,4
7615,不要提交,1,1,0,1
7616,类型保持统一,1,1,0,1
7617,经过验证没有问题的，图片不会被裁剪的。,1,0,0,4
7618,格式,1,0,0,4
7619,"可以static final

AS的告警都改一下",1,1,0,1
7620,当传入参数为空时,1,0,0,4
7621,"//不想吐槽了
另外intentURI能赋值那个吗",0,0,0,7
7622,日志要打error，信息建议是‘application not found’这种,1,1,0,1
7623,既然参数都是从parameterMap里获取的，这里创建一个对象就没有必要了，用一个静态方法或者单例处理就行了,1,1,0,1
7624,这里请参考AsyncLinkAccessLogFile的配置，不要根据大小来切割文件，否则BI抽取流程会有问题,1,1,1,0
7625,此接口调用频率较低，建议主流程增加阶段过程日志。比如记录成功启动处理线程,1,1,0,1
7626,定义为常量,1,1,0,1
7627,公交卡不是这样判断的,1,0,0,4
7628,位置还是不对,1,0,0,4
7629,这些颜色值，不要直接引用绝对值，使用color中定义的，这种涉及到深色主题换肤，最好使用现有的颜色值,1,1,0,1
7630,日志前缀,1,0,0,4
7631,日志级别,1,0,0,4
7632,命名,1,0,0,4
7633,裁剪（宽度裁剪一半）后再识别的原因是什么？能提高识别率吗？请进行代码注释,1,1,0,1
7634,需要吗？,1,0,0,4
7635,不要重复计算,1,1,0,1
7636,定义成/content/fragment/song/newsong,1,1,0,1
7637,函数名应该能体现函数体的功能，这个函数的功能是上报，并不是发送与接收消息,1,1,0,1
7638,FAILURE: Donot have = symbol. Its unsafe.,1,1,0,1
7639,classCastException is wrong. use InputMismatchException,1,1,0,1
7640,名字是dialog不是button，不需要定义为成员变量,1,1,0,1
7641,定义时就初始化 int contentWidth = xxx,1,1,0,1
7642,A_NAME判断逻辑,1,1,0,1
7643,判null,1,1,0,1
7644,参数描述,1,0,0,4
7645,why modelversion in the common request validation. Not allowed.,1,0,0,4
7646,where is autodeploy configtemplate changes for this.,1,0,0,4
7647,隐式intent?,1,0,0,4
7648,这两个方法归一,1,1,0,1
7649,不要直接传JSON，直接传对象,1,1,0,1
7650,cacheKey使用com.huawei.hvi.ability.component.http.cache.CacheHelper#getCacheKey是否能满足业务场景,1,0,0,4
7651,补充Assert判断,1,0,0,4
7652,打印日志加个逗号分隔或者换行,1,1,0,1
7653,FAILURE: Keep the relative path specific to your folder,1,1,0,1
